,Published Date,Story Name,Story,Author
168,2020-07-14T19:00:08+0000,Her Hair Was Everywhere,"We lived in the same city, crossing paths at coffee shops, grocery stores and social gatherings for years. Both twice divorced with children, we felt our meeting was kismet. Yet, our relationship crumbled under the weight of our past pain. I scrutinized her affection, wanting her to express her care and commitment. She withdrew, cautious and needing time to trust. We gave up, but her hair didn’t. Strands of beautiful silver hair clung to my clothes, car, sheets. Mocking and reminding me of who I was losing. After many sessions of individual and couples counseling, we re-emerged, together. — Darrell Hill",Darrell Hill
169,2020-07-14T19:00:08+0000,One Thing I Didn’t Expect About Motherhood,"How much I would think about bodies. My body. My children’s bodies. The way they grow, stretch, scar and heal. Their softness and their strength. Through pregnancy, birth and recovery, I’ve become more forgiving toward my body, though it hasn’t always felt like mine. Its changes aren’t easy to accept, nor are the demands to share it so frequently. I marvel at my children, so awkward and elegant. Why are we drawn to embrace so often? Why does touch offer such comfort? I am not religious, but since becoming a mother, I have learned to worship. Our bodies are holy. — Kristan Hoffman",Kristan Hoffman
170,2020-07-14T19:00:08+0000,“The Gap Between Us”,"I was in my living room, looking for my wallet so we could buy bagels for breakfast. He walked out of my bedroom to put on his shoes, left by the couch the night before. Mid-walk, he paused and looked at me, his face thoughtful, almost amused. “What?” I asked, suddenly self-conscious, unsure of what he saw. He closed the gap between us and kissed me. “Nothing,” he said gently, and proceeded to put on his shoes. Months after our break up, I find myself thinking of that moment. “What?” my roommate says with a curious expression. “Nothing,” I say. — Jenna Grande",Jenna Grande
171,2020-07-07T19:14:31+0000,‘A More Annoying Version of Myself’,"The night I met my best friend, Bhavya, we clashed over feminism and plastic surgery. I would go on to describe her as “a more annoying version of myself.” A year later, we argued about the apartment we would move into. We worked our way through medical school, and all the while, we argued: Medical specialties. Netflix shows. Politics. Ice cream. Men. Impostor syndrome. Despite the fights, she would always say, “Stop underestimating yourself; you’re brilliant.” Someday, she will ask me, “How did you meet him?” But for now, let me tell how lucky I am to have met her. — Areej Ali",Areej Ali
172,2020-07-07T19:14:31+0000,A Heart Left to Burn,"My nurse wore a pink shirt and blue scrub pants that dragged along the floor. Her frizzy blond hair hung down her back. Her face was tired, as if she had endured a long night, but that didn’t stop her from illuminating the hospital room. She walked with confidence, loved peanut butter like me. She wanted to save the world by using her plastic knife over and over again. But she could never be mine. I would never see her again. What more is love than a heart set on fire, left to burn? — Rose Paine, 13 years old","Rose Paine, 13 years old"
173,2020-07-07T19:14:31+0000,"My Father, the Empathizer","I sliced off a hefty chunk of thumb while cavalierly cutting up an apple. “Dad!” I screamed. “There’s a piece of my thumb on the counter.” My blood-averse father called for my mother, our family’s go-to in any bodily fluid situation. After my mother cared for my finger, determining that there was no need to visit the E.R., I joked about what this lost chunk might mean for my fingerprints while my sweet father cried. “Dad,” I said, “I’m totally fine.” “I know,” he said. “It just makes me sad watching you get hurt.” — Ana Michels",Ana Michels
174,2020-07-07T19:14:31+0000,No More Zoom Piano Lessons,"After my daughter’s Zoom piano lesson ended in tears, she locked herself in her room. I asked my son, Ian, to help me make dinner. “Why is Della struggling so?” I said. “I think she’s upset because we have too many chores,” Ian replied. My single-mother temperature rose, and I spoke angrily to the messenger: “There won’t be fewer chores.” Stirring pasta and folding laundry, I sobbed as Ian and Della came close. Della squeezed my hand. “It’s OK, Mama,” she said. “I’m here.” Ian hugged my waist. “We all melt down sometimes.” I received their compassion with gratitude. — Jennifer Iverson",Jennifer Iverson
175,2020-06-30T19:00:11+0000,Remember My Words,"Sitting in beach chairs on summer sand, my mother said, “When I’m gone and pushing up daisies, on days like this, think of me.” “Don’t talk like that!” I said, not wanting to imagine her dead, in a grave, with daisies sprouting from the ground above. Twenty-one years of no longer imagining, I speak to my own children about mortality. Like I did, they resist imagining a world without their mother. Yet I hope they’ll remember my words. Recently, I’ve taken to socially distant walks in the local cemetery. There, I breathe in lilacs and remember days with my mother. — Kathy Curto",Kathy Curto
176,2020-06-30T19:00:11+0000,Standing Up,"Four hours into our sibling Zoom call, alcohol and laughter led to a difficult discussion. My younger brother, Nick, revealed the pain he felt because I hadn’t opposed our extended family’s homophobic comments. Despite my efforts to show my brother solidarity through online activism, I had remained silent when our cousin questioned and judged his sexuality. Nick and I are both adopted from Russia, so we know firsthand that family is not defined by blood but by commitment and love. I was ashamed. But Nick’s message resonates: Performative allyship no more. Pride all day every day. — Anya Rehon",Anya Rehon
177,2020-06-30T19:00:11+0000,Knowing in My (Broken) Bones,"I jumped off my surfboard and felt my ankle snap. Crumpling into the waves, I cried out. Andrew scooped me in his arms and carried me to shore as I tried not to cry. We had just moved to America from Canada and were homesick. The hospital was so expensive; at home, it’s free. Andrew wheeled me through the halls in his wet suit, slipping, looking like Aquaman, refusing to leave my side. The nurses smiled and laughed. I lay back in the bed and knew in my bones that I would spend my life with this man. — Ivy Staker",Ivy Staker
178,2020-06-30T19:00:11+0000,Easy to Love But Hard to Like,"My grandmother’s sister is small and joyful and eats with her mouth open. We email in Spanish. She tells me the coronavirus was started by the Illuminati. I ask her about Santiago, Chile, in the summer. I rarely speak with my grandmother even though we live only miles away. She’s easy to love, as most grandmothers are, but hard to like. I see the worst of myself in her: a cruelty, an impending bipolar diagnosis. How can I make peace with this? I medicate, accept my grandmother’s limits and email her sister often, expressing my love: “Cariño para ti.” (“Care for you.”) — Ren Weber",Ren Weber
